id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e0060,xiling_wujia,xiaohongshu,2025-10-01T11:45:45+08:00,2025-10-01T11:45:45+08:00,一般水平,"水平,一般",4,urban_operation,environment,中性,0.298,neutral,0.298,medium,0.82,True,宜昌,relevant,购物服务,33,2,步行街,,T2,恒大步行街,ermalu,111.2781,30.6996,526641.7,3.3976975e+06,恒大步行街,购物服务,0.43,Neutral,0.04,其他,其他,,
e0061,xiling_wujia,xiaohongshu,2025-10-04T19:12:55+08:00,2025-10-04T19:12:55+08:00,也就那样吧,那样,16,urban_operation,facility,好奇,0.242,neutral,0.242,low,0.78,True,宜昌,relevant,休闲娱乐,1,0,酒吧,,T2,二马路历史文化街区@埋点,ermalu,111.2799,30.6955,526812.8,3.3972532e+06,山丘酒吧,休闲娱乐,0.53,Neutral,0.05,其他,其他,,
e0062,xiling_wujia,meituan,2025-09-21T16:33:22+08:00,2025-09-21T16:33:22+08:00,普通水平,"普通,水平",4,urban_governance,facility,好奇,0.298,neutral,0.298,low,0.89,True,宜昌,relevant,交通设施服务,10,0,公交车站相关,,T2,解放路(公交站),ermalu,111.2806,30.6974,526886.06,3.397456e+06,解放路(公交站),交通设施服务,0.43,Neutral,0.04,其他,其他,,
e0063,xiling_wujia,dianping,2025-09-18T23:22:13+08:00,2025-09-18T23:22:13+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_operation,facility,期待,1.0,positive,1.0,medium,0.82,True,宜昌,relevant,金融保险服务,5,4,中国工商银行,,T2,中国工商银行(三峡云集支行),ermalu,111.2815,30.6966,526967.0,3.3973688e+06,中国工商银行(三峡云集支行),金融保险服务,0.94,Very Positive,0.12,喜悦满意,喜悦满意,,
e0064,xiling_wujia,12345,2025-09-30T09:51:31+08:00,2025-09-30T09:51:31+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_operation,service,失望,1.0,negative,1.0,low,0.95,True,宜昌,relevant,住宿服务,6,5,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,111.2814,30.6983,526958.8,3.3975542e+06,宜昌丽锦快捷假日酒店,住宿服务,0.01,Very Negative,0.11,不满抱怨,不满抱怨,,
e0065,xiling_wujia,weibo,2025-09-28T02:57:05+08:00,2025-09-28T02:57:05+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_planning,culture,愤怒,0.83,negative,0.83,high,0.98,True,宜昌,relevant,交通设施服务,5,2,公共停车场,,T2,宜昌解放路步行街地下停车场,ermalu,111.2806,30.699,526879.3,3.397634e+06,宜昌解放路步行街地下停车场,交通设施服务,0.26,Negative,0.1,失望厌恶,失望厌恶,,
e0066,xiling_wujia,meituan,2025-09-16T19:19:19+08:00,2025-09-16T19:19:19+08:00,公交等了四十分钟不来，太差了,"四十分钟,太差,公交",14,urban_governance,facility,失望,1.0,negative,1.0,high,0.92,True,宜昌,relevant,科教文化服务,7,6,小学,,T2,红星路小学,ermalu,111.2835,30.6937,527166.25,3.397047e+06,红星路小学,科教文化服务,0.07,Very Negative,0.14,不满抱怨,不满抱怨,,
e0067,xiling_wujia,dianping,2025-09-28T10:53:20+08:00,2025-09-28T10:53:20+08:00,办事大厅工作人员态度冷漠,"冷漠,大厅,办事,工作人员,态度",12,urban_operation,service,愤怒,0.76,negative,0.76,high,0.93,True,宜昌,relevant,住宿服务,5,2,宾馆酒店,,T2,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,111.2763,30.6986,526474.94,3.3975892e+06,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务,0.22,Negative,0.12,不满抱怨,不满抱怨,,
e0068,xiling_wujia,dianping,2025-09-28T20:19:34+08:00,2025-09-28T20:19:34+08:00,文物修缮太敷衍，丢了原味，可惜,"原味,修缮,敷衍,文物,可惜",15,urban_governance,culture,愤怒,1.0,negative,1.0,high,0.97,True,宜昌,relevant,体育休闲服务,2,5,口腔医院,,T2,宜昌牙管家口腔(隆康路总院),ermalu,111.2871,30.6942,527503.1,3.3971062e+06,宜昌牙管家口腔(隆康路总院),体育休闲服务,0.08,Very Negative,0.15,不满抱怨,不满抱怨,,
e0069,xiling_wujia,12345,2025-09-16T02:02:04+08:00,2025-09-16T02:02:04+08:00,公厕翻新后干净整洁，维护得很好,"公厕,翻新,整洁,干净,维护",15,urban_governance,facility,喜爱,1.0,positive,1.0,high,0.82,True,宜昌,relevant,科教文化服务,16,2,文化宫,,T2,宜昌市工人文化宫,ermalu,111.2869,30.6968,527483.5,3.3973992e+06,宜昌市工人文化宫,科教文化服务,0.93,Very Positive,0.15,喜悦满意,喜悦满意,,
e0070,xiling_wujia,dianping,2025-09-25T21:35:18+08:00,2025-09-25T21:35:18+08:00,窗口排队两小时，办事效率太低,"办事效率,太低,排队,窗口,小时",14,urban_renewal,service,失望,1.0,negative,1.0,high,0.88,True,宜昌,relevant,交通设施服务,12,3,公共停车场,,T2,滨江公园地面停车场,ermalu,111.2826,30.6919,527072.7,3.3968518e+06,滨江公园地面停车场,交通设施服务,0.04,Very Negative,0.14,不满抱怨,不满抱怨,,
e0071,xiling_wujia,meituan,2025-09-26T18:40:55+08:00,2025-09-26T18:40:55+08:00,路灯坏了几天没人修，晚上黑得可怕,"没人修,黑得,路灯,可怕,晚上",16,urban_operation,facility,失望,1.0,negative,1.0,medium,0.86,True,宜昌,relevant,体育休闲服务,24,1,药房,,T2,圆心大药房(宜昌第一人民医院店),ermalu,111.2846,30.6962,527266.06,3.3973255e+06,圆心大药房(宜昌第一人民医院店),体育休闲服务,0.01,Very Negative,0.16,不满抱怨,不满抱怨,,
e0072,xiling_wujia,dianping,2025-09-22T03:57:34+08:00,2025-09-22T03:57:34+08:00,普普通通,普普通通,14,urban_renewal,service,中性,0.2,neutral,0.2,low,0.88,True,宜昌,relevant,休闲娱乐,12,0,网吧,,T2,二马路历史文化街区@埋点,ermalu,111.2806,30.695,526879.3,3.3971932e+06,奥汀电竞,休闲娱乐,0.5,Neutral,0.04,其他,其他,,
e0073,xiling_wujia,weibo,2025-10-01T05:20:01+08:00,2025-10-01T05:20:01+08:00,公厕翻新后干净整洁，维护得很好,"公厕,翻新,整洁,干净,维护",15,urban_governance,facility,满足,1.0,positive,1.0,high,0.88,True,宜昌,relevant,体育休闲服务,3,6,药房,,T2,圆心大药房(宜昌第一人民医院店),ermalu,111.2851,30.6978,527314.0,3.397509e+06,圆心大药房(宜昌第一人民医院店),体育休闲服务,0.93,Very Positive,0.15,喜悦满意,喜悦满意,,
e0074,xiling_wujia,meituan,2025-10-02T11:27:18+08:00,2025-10-02T11:27:18+08:00,办事大厅工作人员态度冷漠,"冷漠,大厅,办事,工作人员,态度",12,urban_renewal,service,失望,0.76,negative,0.76,low,0.81,True,宜昌,relevant,交通设施服务,3,3,停车场相关,,T2,陶珠路停车场,ermalu,111.2783,30.6971,526660.06,3.3974282e+06,陶珠路停车场,交通设施服务,0.22,Negative,0.12,不满抱怨,不满抱怨,,
e0075,xiling_wujia,dianping,2025-09-19T05:19:02+08:00,2025-09-19T05:19:02+08:00,演出取消也没提前通知，坑,"演出,取消,提前,通知",12,urban_renewal,event,失望,1.0,negative,1.0,medium,0.88,True,宜昌,relevant,科教文化服务,17,1,文化宫,,T2,宜昌市工人文化宫,ermalu,111.286,30.6959,527403.7,3.3972958e+06,宜昌市工人文化宫,科教文化服务,0.02,Very Negative,0.12,不满抱怨,不满抱怨,,
e0076,xiling_wujia,xiaohongshu,2025-10-02T20:37:31+08:00,2025-10-02T20:37:31+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_operation,service,期待,1.0,positive,1.0,medium,0.9,True,宜昌,relevant,科教文化服务,0,2,小学,,T2,红星路小学,ermalu,111.2829,30.6933,527101.6,3.3970062e+06,红星路小学,科教文化服务,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e0077,xiling_wujia,xiaohongshu,2025-09-28T20:01:00+08:00,2025-09-28T20:01:00+08:00,没什么特别,"没什么,特别",11,urban_governance,service,中性,0.256,neutral,0.256,low,0.96,True,宜昌,relevant,餐饮服务,9,3,中餐厅,,T2,瑜儿腊货馆@埋点,ermalu,111.2843,30.6955,527234.06,3.39725e+06,瑜儿腊货馆,餐饮服务,0.46,Neutral,0.05,其他,其他,,
e0078,xiling_wujia,dianping,2025-09-26T17:42:04+08:00,2025-09-26T17:42:04+08:00,一般般,一般般,6,urban_operation,facility,好奇,0.2,neutral,0.2,low,0.94,True,宜昌,relevant,金融保险服务,3,3,中国工商银行,,T2,阿杜菜馆@埋点,ermalu,111.2819,30.697,527005.3,3.3974158e+06,中国工商银行(三峡云集支行),金融保险服务,0.5,Neutral,0.03,其他,其他,,
e0079,xiling_wujia,xiaohongshu,2025-09-16T09:11:04+08:00,2025-09-16T09:11:04+08:00,没什么亮点,"亮点,没什么",5,urban_governance,culture,中性,0.284,neutral,0.284,medium,0.83,True,宜昌,relevant,体育休闲服务,4,8,诊所,,T2,刘勇中医诊所,ermalu,111.2793,30.6961,526758.5,3.3973108e+06,刘勇中医诊所,体育休闲服务,0.44,Neutral,0.05,其他,其他,,
e0080,xiling_wujia,xiaohongshu,2025-09-19T19:30:53+08:00,2025-09-19T19:30:53+08:00,新修的滨江绿道走起来很舒服，规划得不错,"新修,绿道,滨江,舒服,不错",19,urban_governance,facility,喜爱,0.86,positive,0.86,medium,0.85,True,宜昌,relevant,住宿服务,12,6,宾馆酒店,,T2,宜昌丽锦快捷假日酒店,ermalu,111.2816,30.6979,526979.3,3.3975145e+06,宜昌丽锦快捷假日酒店,住宿服务,0.83,Very Positive,0.19,喜悦满意,喜悦满意,,
e0081,xiling_wujia,meituan,2025-09-22T02:55:24+08:00,2025-09-22T02:55:24+08:00,也就那样吧,那样,13,urban_renewal,facility,好奇,0.242,neutral,0.242,low,0.93,True,宜昌,relevant,购物服务,15,0,特色商业街,,T2,二马路历史文化街区@埋点,ermalu,111.2806,30.6959,526880.0,3.3972918e+06,二马路历史文化街区,购物服务,0.53,Neutral,0.05,其他,其他,,
e0082,xiling_wujia,12345,2025-09-25T07:45:17+08:00,2025-09-25T07:45:17+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_renewal,service,喜爱,1.0,positive,1.0,medium,0.8,True,宜昌,relevant,交通设施服务,7,4,公共停车场,,T2,滨江公园地面停车场,ermalu,111.283,30.6924,527111.25,3.3969042e+06,滨江公园地面停车场,交通设施服务,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e0083,xiling_wujia,meituan,2025-10-02T17:42:25+08:00,2025-10-02T17:42:25+08:00,一般般,一般般,3,urban_governance,event,好奇,0.2,neutral,0.2,low,0.87,True,宜昌,relevant,购物服务,20,0,步行街,,T2,宜昌解放路步行街,ermalu,111.2786,30.7011,526689.9,3.3978718e+06,宜昌解放路步行街,购物服务,0.5,Neutral,0.03,其他,其他,,
e0084,xiling_wujia,weibo,2025-09-16T06:23:13+08:00,2025-09-16T06:23:13+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人",13,urban_governance,culture,失望,1.0,negative,1.0,high,0.94,True,宜昌,relevant,金融保险服务,9,0,中国工商银行,,T2,中国工商银行(三峡云集支行),ermalu,111.2819,30.6976,527002.6,3.3974768e+06,中国工商银行(三峡云集支行),金融保险服务,0.05,Very Negative,0.13,失望厌恶,失望厌恶,,
e0085,xiling_wujia,dianping,2025-09-28T18:38:47+08:00,2025-09-28T18:38:47+08:00,文化设施破旧失修，令人失望,"失修,破旧,失望,设施,令人",13,urban_operation,culture,愤怒,1.0,negative,1.0,medium,0.95,True,宜昌,relevant,休闲娱乐,11,3,酒吧,,T2,神话酒吧(大南门店),ermalu,111.2754,30.6981,526381.06,3.3975335e+06,神话酒吧(大南门店),休闲娱乐,0.05,Very Negative,0.13,失望厌恶,失望厌恶,,
e0086,xiling_wujia,dianping,2025-09-15T14:03:53+08:00,2025-09-15T14:03:53+08:00,博物馆展览内容丰富，值得一看,"值得一看,展览,博物馆,丰富,内容",14,urban_operation,culture,喜爱,1.0,positive,1.0,medium,0.8,True,宜昌,relevant,科教文化服务,2,0,培训机构,,T2,宜昌市青少年宫,ermalu,111.2859,30.6927,527389.75,3.3969378e+06,宜昌市青少年宫,科教文化服务,0.96,Very Positive,0.14,喜悦满意,喜悦满意,,
e0087,xiling_wujia,xiaohongshu,2025-09-23T20:06:46+08:00,2025-09-23T20:06:46+08:00,演出取消也没提前通知，坑,"演出,取消,提前,通知",12,urban_governance,event,失望,1.0,negative,1.0,medium,0.85,True,宜昌,relevant,风景名胜,1,3,公园,,T2,滨江公园,ermalu,111.2812,30.6928,526942.6,3.3969535e+06,滨江公园,风景名胜,0.02,Very Negative,0.12,不满抱怨,不满抱怨,,
e0088,xiling_wujia,dianping,2025-09-22T15:13:42+08:00,2025-09-22T15:13:42+08:00,BRT 快速公交准点又方便，出行省心,"准点,BRT,公交,行省,方便",18,urban_operation,facility,满足,0.98,positive,0.98,high,0.92,True,宜昌,relevant,科教文化服务,1,4,培训机构,,T2,宜昌市青少年宫,ermalu,111.2856,30.6932,527367.4,3.3969975e+06,宜昌市青少年宫,科教文化服务,0.89,Very Positive,0.18,喜悦满意,喜悦满意,,
e0089,xiling_wujia,weibo,2025-09-27T11:19:46+08:00,2025-09-27T11:19:46+08:00,感觉一般,"感觉,一般",12,urban_operation,facility,好奇,0.27,neutral,0.27,high,0.82,True,宜昌,relevant,休闲娱乐,11,10,酒吧,,T2,二马路历史文化街区@埋点,ermalu,111.2797,30.6957,526799.75,3.3972658e+06,山丘酒吧,休闲娱乐,0.55,Neutral,0.04,其他,其他,,
e0090,xiling_wujia,xiaohongshu,2025-09-23T07:04:17+08:00,2025-09-23T07:04:17+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_planning,service,满足,0.82,positive,0.82,low,0.83,True,宜昌,relevant,体育休闲服务,4,0,三级甲等医院,,T2,宜昌市中心人民医院西陵院区体检中心,ermalu,111.2826,30.695,527075.44,3.397195e+06,宜昌市中心人民医院西陵院区体检中心,体育休闲服务,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e0091,xiling_wujia,meituan,2025-09-21T05:48:50+08:00,2025-09-21T05:48:50+08:00,滨江公园散步看江景很惬意，环境真好,"江景,滨江,惬意,散步,公园",17,urban_operation,environment,期待,1.0,positive,1.0,medium,0.93,True,宜昌,relevant,休闲娱乐,13,4,酒吧,,T2,神话酒吧(大南门店),ermalu,111.2754,30.6997,526382.8,3.3977165e+06,神话酒吧(大南门店),休闲娱乐,1.0,Very Positive,0.17,喜悦满意,喜悦满意,,
e0092,xiling_wujia,dianping,2025-09-22T10:29:02+08:00,2025-09-22T10:29:02+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_renewal,service,满足,1.0,positive,1.0,low,0.85,True,宜昌,relevant,交通设施服务,8,1,公交车站相关,,T2,一马路(公交站),ermalu,111.2833,30.6917,527146.3,3.3968252e+06,一马路(公交站),交通设施服务,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e0093,xiling_wujia,12345,2025-09-17T06:53:38+08:00,2025-09-17T06:53:38+08:00,公交等了四十分钟不来，太差了,"四十分钟,太差,公交",14,urban_renewal,facility,愤怒,1.0,negative,1.0,high,0.97,True,宜昌,relevant,科教文化服务,8,3,文化宫,,T2,宜昌市工人文化宫,ermalu,111.2869,30.6957,527488.06,3.3972712e+06,宜昌市工人文化宫,科教文化服务,0.07,Very Negative,0.14,不满抱怨,不满抱怨,,
e0094,xiling_wujia,meituan,2025-09-16T14:09:20+08:00,2025-09-16T14:09:20+08:00,夜间道路标识反光清晰，开车省心,"省心,反光,标识,开车,夜间",15,urban_operation,facility,满足,1.0,positive,1.0,low,0.91,True,宜昌,relevant,餐饮服务,6,4,中餐厅,,T2,瑜儿腊货馆,ermalu,111.284,30.6962,527210.56,3.3973265e+06,瑜儿腊货馆,餐饮服务,0.95,Very Positive,0.15,喜悦满意,喜悦满意,,
e0095,xiling_wujia,xiaohongshu,2025-09-29T03:55:55+08:00,2025-09-29T03:55:55+08:00,营业十二小时,"十二,营业,小时",6,urban_operation,culture,好奇,0.242,neutral,0.242,low,0.99,True,宜昌,relevant,体育休闲服务,3,1,药房,,T2,圆心大药房(宜昌第一人民医院店),ermalu,111.2844,30.6964,527248.25,3.3973445e+06,圆心大药房(宜昌第一人民医院店),体育休闲服务,0.47,Neutral,0.06,其他,其他,,
e0096,xiling_wujia,dianping,2025-09-29T16:20:19+08:00,2025-09-29T16:20:19+08:00,物业服务到位，响应及时,"服务到位,响应,物业,及时",11,urban_operation,service,满足,0.56,positive,0.56,high,0.94,True,宜昌,relevant,交通设施服务,7,2,公交车站相关,,T2,一马路(公交站),ermalu,111.2845,30.6915,527256.1,3.3968098e+06,一马路(公交站),交通设施服务,0.68,Positive,0.11,不满抱怨,不满抱怨,,
e0097,xiling_wujia,12345,2025-09-26T10:51:26+08:00,2025-09-26T10:51:26+08:00,美食节种类丰富，逛得开心,"美食节,逛得,开心,种类,丰富",12,urban_renewal,event,满足,1.0,positive,1.0,high,0.93,True,宜昌,relevant,体育休闲服务,6,0,药房,,T2,圆心大药房(宜昌第一人民医院店),ermalu,111.2845,30.6982,527260.0,3.3975498e+06,圆心大药房(宜昌第一人民医院店),体育休闲服务,0.85,Very Positive,0.12,喜悦满意,喜悦满意,,
e0098,xiling_wujia,dianping,2025-09-27T14:33:36+08:00,2025-09-27T14:33:36+08:00,普普通通,普普通通,4,urban_operation,event,好奇,0.2,neutral,0.2,high,0.8,True,宜昌,relevant,休闲娱乐,7,2,酒吧,,T2,Sober.醒Club酒吧,ermalu,111.2828,30.6945,527097.44,3.3971422e+06,Sober.醒Club酒吧,休闲娱乐,0.5,Neutral,0.04,其他,其他,,
e0099,xiling_wujia,weibo,2025-09-27T07:54:34+08:00,2025-09-27T07:54:34+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_governance,service,失望,1.0,negative,1.0,high,0.9,True,宜昌,relevant,休闲娱乐,14,3,酒吧,,T2,神话酒吧(大南门店),ermalu,111.2752,30.6978,526363.56,3.3975028e+06,神话酒吧(大南门店),休闲娱乐,0.06,Very Negative,0.12,不满抱怨,不满抱怨,,
e0100,xiling_wujia,meituan,2025-09-19T08:52:00+08:00,2025-09-19T08:52:00+08:00,一般般,一般般,3,urban_governance,service,好奇,0.2,neutral,0.2,medium,0.85,True,宜昌,relevant,住宿服务,11,1,宾馆酒店,,T2,枫林宛酒店(宜昌解放路美食街滨江店),ermalu,111.277,30.6998,526535.44,3.3977272e+06,枫林宛酒店(宜昌解放路美食街滨江店),住宿服务,0.5,Neutral,0.03,其他,其他,,
e0101,xiling_wujia,dianping,2025-09-19T03:19:49+08:00,2025-09-19T03:19:49+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_operation,service,喜爱,1.0,positive,1.0,high,0.97,True,宜昌,relevant,科教文化服务,7,0,小学,,T2,红星路小学,ermalu,111.2833,30.6934,527144.94,3.3970125e+06,红星路小学,科教文化服务,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e0102,xiling_wujia,dianping,2025-09-29T21:50:49+08:00,2025-09-29T21:50:49+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_renewal,service,失望,1.0,negative,1.0,medium,0.85,True,宜昌,relevant,交通设施服务,2,0,停车场相关,,T2,陶珠路停车场,ermalu,111.2778,30.697,526613.75,3.3974148e+06,陶珠路停车场,交通设施服务,0.06,Very Negative,0.12,不满抱怨,不满抱怨,,
e0103,xiling_wujia,meituan,2025-09-29T06:49:20+08:00,2025-09-29T06:49:20+08:00,街区夜景漂亮，适合打卡,"打卡,夜景,街区,漂亮,适合",11,urban_operation,culture,满足,1.0,positive,1.0,low,0.93,True,宜昌,relevant,购物服务,11,3,步行街,,T2,宜昌解放路步行街,ermalu,111.2803,30.701,526853.2,3.397862e+06,宜昌解放路步行街,购物服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e0104,xiling_wujia,dianping,2025-09-17T10:11:31+08:00,2025-09-17T10:11:31+08:00,普通水平,"普通,水平",4,urban_renewal,environment,好奇,0.298,neutral,0.298,medium,0.84,True,宜昌,relevant,体育休闲服务,2,1,药房,,T2,圆心大药房(宜昌第一人民医院店),ermalu,111.2845,30.6981,527257.4,3.397541e+06,圆心大药房(宜昌第一人民医院店),体育休闲服务,0.43,Neutral,0.04,其他,其他,,
e0105,xiling_wujia,dianping,2025-09-21T03:25:56+08:00,2025-09-21T03:25:56+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_operation,service,期待,1.0,positive,1.0,low,0.8,True,宜昌,relevant,生活服务,1,0,电力营业厅,,T2,宜昌市国家电网供电局,ermalu,111.2849,30.6923,527296.44,3.3968952e+06,宜昌市国家电网供电局,生活服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e0106,xiling_wujia,meituan,2025-10-01T04:53:37+08:00,2025-10-01T04:53:37+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_governance,service,愤怒,0.66,negative,0.66,medium,0.98,True,宜昌,relevant,风景名胜,7,0,公园,,T2,滨江公园,ermalu,111.2806,30.6934,526886.25,3.3970162e+06,滨江公园,风景名胜,0.27,Negative,0.1,不满抱怨,不满抱怨,,
